Time,Driven Amplitude,Driver Amplitude,Index,Driven Peak Time,Driven Peak Amplitude,Index,Driven Valley Time,Driven Valley Amplitude,Index,Driving Peak Time,Driving Peak Amplitude,Index,Driving Valley Time,Driving Valley Amplitude
3.480,-7.909,-0.918,,,,,,,,,,,,
3.490,-7.584,-0.918,,,,,,,,,,,,
3.500,-7.239,-0.917,,,,,,,,,,,,
3.510,-6.867,-0.917,,,,,,,,,,,,
3.520,-6.469,-0.918,,,,,,,,,,,,
3.530,-6.048,-0.919,,,,,,,,,,,,
3.540,-5.608,-0.919,,,,,,,,,,,,
3.550,-5.151,-0.918,,,,,,,,,,,,
3.560,-4.681,-0.918,,,,,,,,,,,,
3.570,-4.194,-0.919,,,,,,,,,,,,
3.580,-3.692,-0.919,,,,,,,,,,,,
3.590,-3.179,-0.919,,,,,,,,,,,,
3.600,-2.657,-0.919,,,,,,,,,,,,
3.610,-2.129,-0.919,,,,,,,,,,,,
3.620,-1.591,-0.921,,,,,,,,,,,,
3.630,-1.054,-0.923,,,,,,,,,,,,
3.640,-0.520,-0.925,,,,,,,,,,,,
3.650,0.006,-0.927,,,,,,,,,,,,
3.660,0.538,-0.929,,,,,,,,,,,,
3.670,1.071,-0.931,,,,,,,,,,,,
3.680,1.596,-0.933,,,,,,,,,,,,
3.690,2.111,-0.934,,,,,,,,,,,,
3.700,2.619,-0.935,,,,,,,,,,,,
3.710,3.113,-0.934,,,,,,,,,,,,
3.720,3.604,-0.935,,,,,,,,,,,,
3.730,4.085,-0.935,,,,,,,,,,,,
3.740,4.557,-0.936,,,,,,,,,,,,
3.750,5.005,-0.935,,,,,,,,,,,,
3.760,5.429,-0.935,,,,,,,,,,,,
3.770,5.839,-0.936,,,,,,,,,,,,
3.780,6.231,-0.936,,,,,,,,,,,,
3.790,6.600,-0.937,,,,,,,,,,,,
3.800,6.944,-0.937,,,,,,,,,,,,
3.810,7.264,-0.937,,,,,,,,,,,,
3.820,7.563,-0.938,,,,,,,,,,,,
3.830,7.840,-0.938,,,,,,,,,,,,
3.840,8.089,-0.938,,,,,,,,,,,,
3.850,8.316,-0.938,,,,,,,,,,,,
3.860,8.513,-0.938,,,,,,,,,,,,
3.870,8.686,-0.939,,,,,,,,,,,,
3.880,8.827,-0.939,,,,,,,,,,,,
3.890,8.940,-0.939,,,,,,,,,,,,
3.900,9.020,-0.938,,,,,,,,,,,,
3.910,9.072,-0.938,,,,,,,,,,,,
3.920,9.093,-0.939,,,,,,,,,,,,
3.930,9.080,-0.939,,,,,,,,,,,,
3.940,9.031,-0.938,,,,,,,,,,,,
3.950,8.952,-0.938,,,,,,,,,,,,
3.960,8.845,-0.937,,,,,,,,,,,,
3.970,8.712,-0.937,,,,,,,,,,,,
3.980,8.550,-0.938,,,,,,,,,,,,
3.990,8.359,-0.938,,,,,,,,,,,,
4.000,8.136,-0.937,,,,,,,,,,,,
4.010,7.893,-0.936,,,,,,,,,,,,
4.020,7.628,-0.937,,,,,,,,,,,,
4.030,7.342,-0.937,,,,,,,,,,,,
4.040,7.035,-0.937,,,,,,,,,,,,
4.050,6.700,-0.936,,,,,,,,,,,,
4.060,6.341,-0.935,,,,,,,,,,,,
4.070,5.963,-0.935,,,,,,,,,,,,
4.080,5.572,-0.935,,,,,,,,,,,,
4.090,5.164,-0.935,,,,,,,,,,,,
4.100,4.733,-0.935,,,,,,,,,,,,
4.110,4.284,-0.934,,,,,,,,,,,,
4.120,3.816,-0.935,,,,,,,,,,,,
4.130,3.338,-0.935,,,,,,,,,,,,
4.140,2.862,-0.935,,,,,,,,,,,,
4.150,2.379,-0.935,,,,,,,,,,,,
4.160,1.883,-0.934,,,,,,,,,,,,
4.170,1.382,-0.933,,,,,,,,,,,,
4.180,0.874,-0.931,,,,,,,,,,,,
4.190,0.366,-0.929,,,,,,,,,,,,
4.200,-0.143,-0.927,,,,,,,,,,,,
4.210,-0.645,-0.924,,,,,,,,,,,,
