Time,Driven Amplitude,Driver Amplitude,Index,Driven Peak Time,Driven Peak Amplitude,Index,Driven Valley Time,Driven Valley Amplitude,Index,Driving Peak Time,Driving Peak Amplitude,Index,Driving Valley Time,Driving Valley Amplitude
4.180,0.749,0.092,,,,,,,,,,,,
4.190,0.792,0.157,,,,,,,,,,,,
4.200,0.826,0.211,,,,,,,,,,,,
4.210,0.850,0.258,,,,,,,,,,,,
4.220,0.873,0.293,,,,,,,,,,,,
4.230,0.883,0.315,,,,,,,,,,,,
4.240,0.883,0.329,,,,,,,,,,,,
4.250,0.870,0.333,,,,,,,,,,,,
4.260,0.848,0.328,,,,,,,,,,,,
4.270,0.823,0.313,,,,,,,,,,,,
4.280,0.789,0.288,,,,,,,,,,,,
4.290,0.748,0.253,,,,,,,,,,,,
4.300,0.697,0.207,,,,,,,,,,,,
4.310,0.636,0.156,,,,,,,,,,,,
4.320,0.567,0.092,,,,,,,,,,,,
4.330,0.496,0.023,,,,,,,,,,,,
4.340,0.414,-0.053,,,,,,,,,,,,
4.350,0.326,-0.136,,,,,,,,,,,,
4.360,0.232,-0.228,,,,,,,,,,,,
4.370,0.141,-0.326,,,,,,,,,,,,
4.380,0.048,-0.429,,,,,,,,,,,,
4.390,-0.054,-0.534,,,,,,,,,,,,
4.400,-0.216,-0.643,,,,,,,,,,,,
4.410,-0.304,-0.752,,,,,,,,,,,,
4.420,-0.399,-0.864,,,,,,,,,,,,
4.430,-0.538,-0.977,,,,,,,,,,,,
4.440,-0.625,-1.090,,,,,,,,,,,,
4.450,-0.737,-1.201,,,,,,,,,,,,
4.460,-0.827,-1.309,,,,,,,,,,,,
4.470,-0.912,-1.416,,,,,,,,,,,,
4.480,-0.988,-1.518,,,,,,,,,,,,
4.490,-0.995,-1.615,,,,,,,,,,,,
4.500,-1.071,-1.705,,,,,,,,,,,,
4.510,-1.132,-1.788,,,,,,,,,,,,
4.520,-1.135,-1.863,,,,,,,,,,,,
4.530,-1.175,-1.931,,,,,,,,,,,,
4.540,-1.181,-1.988,,,,,,,,,,,,
4.550,-1.201,-2.033,,,,,,,,,,,,
